PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2020-08-21T14:00:00Z,2020-08-21T13:00:00Z,PT60M,24.6,151,0.3,-0.9,87,934,777,864,997,910,11.1,18.5,0.0,915.9,233,4.2,34,0.18
2020-08-21T15:00:00Z,2020-08-21T14:00:00Z,PT60M,25.1,129,9.4,-0.9,222,643,485,706,782,829,10.4,18.0,0.0,915.4,233,4.2,41,0.18
2020-08-21T16:00:00Z,2020-08-21T15:00:00Z,PT60M,25.1,113,2.3,0.2,103,821,526,628,686,914,10.5,19.4,0.0,915.0,236,4.0,50,0.18
2020-08-21T17:00:00Z,2020-08-21T16:00:00Z,PT60M,24.7,101,0.0,2.2,67,820,401,468,476,917,11.1,23.0,0.0,915.2,252,3.7,61,0.18
2020-08-21T18:00:00Z,2020-08-21T17:00:00Z,PT60M,23.2,90,0.7,5.7,57,675,216,273,232,762,12.2,32.2,0.0,915.9,271,3.9,72,0.18
2020-08-21T19:00:00Z,2020-08-21T18:00:00Z,PT60M,20.7,80,15.2,8.7,52,141,25,77,56,146,13.3,46.3,0.0,916.7,286,4.5,83,0.18
2020-08-21T20:00:00Z,2020-08-21T19:00:00Z,PT60M,18.1,70,0.1,9.5,1,7,1,2,1,1,13.8,56.9,0.0,917.5,295,4.3,93,0.18
2020-08-21T21:00:00Z,2020-08-21T20:00:00Z,PT60M,16.3,59,8.2,9.7,0,0,0,0,0,0,13.6,65.2,0.0,918.2,310,3.4,103,0.18
2020-08-21T22:00:00Z,2020-08-21T21:00:00Z,PT60M,15.0,47,0.0,10.2,0,0,0,0,0,0,12.8,73.1,0.0,918.7,329,3.1,112,0.18
2020-08-21T23:00:00Z,2020-08-21T22:00:00Z,PT60M,14.1,33,0.0,10.4,0,0,0,0,0,0,11.8,78.5,0.0,919.2,340,2.8,119,0.18
2020-08-22T00:00:00Z,2020-08-21T23:00:00Z,PT60M,13.6,16,0.0,10.6,0,0,0,0,0,0,11.0,82.0,0.0,919.8,341,2.4,124,0.18
2020-08-22T01:00:00Z,2020-08-22T00:00:00Z,PT60M,13.1,-2,0.0,10.5,0,0,0,0,0,0,10.6,84.2,0.0,920.3,334,2.1,125,0.18
2020-08-22T02:00:00Z,2020-08-22T01:00:00Z,PT60M,12.6,-19,0.0,10.2,0,0,0,0,0,0,10.2,85.4,0.0,920.3,336,2.0,123,0.19
2020-08-22T03:00:00Z,2020-08-22T02:00:00Z,PT60M,12.1,-35,0.0,9.9,0,0,0,0,0,0,9.7,86.4,0.0,920.0,350,1.9,118,0.19
2020-08-22T04:00:00Z,2020-08-22T03:00:00Z,PT60M,11.5,-49,0.0,9.6,0,0,0,0,0,0,9.3,87.7,0.0,920.0,8,1.8,111,0.19
2020-08-22T05:00:00Z,2020-08-22T04:00:00Z,PT60M,11.1,-61,0.0,9.3,0,0,0,0,0,0,9.4,88.6,0.0,920.4,12,1.9,102,0.19
2020-08-22T06:00:00Z,2020-08-22T05:00:00Z,PT60M,11.1,-72,0.0,9.4,4,30,3,6,3,4,9.8,89.4,0.0,921.2,16,1.9,92,0.19
2020-08-22T07:00:00Z,2020-08-22T06:00:00Z,PT60M,12.1,-82,41.6,9.8,57,38,3,60,52,57,10.2,85.6,0.0,921.8,21,1.9,81,0.19
2020-08-22T08:00:00Z,2020-08-22T07:00:00Z,PT60M,14.2,-92,51.5,10.4,151,0,0,151,139,151,10.4,78.0,0.0,922.2,40,1.7,70,0.19
2020-08-22T09:00:00Z,2020-08-22T08:00:00Z,PT60M,16.2,-103,47.7,10.7,258,4,2,260,240,262,10.4,69.9,0.0,922.4,83,1.4,59,0.19
2020-08-22T10:00:00Z,2020-08-22T09:00:00Z,PT60M,18.1,-116,22.7,9.9,311,301,208,518,534,612,10.6,58.7,0.0,922.5,121,1.3,49,0.19
2020-08-22T11:00:00Z,2020-08-22T10:00:00Z,PT60M,19.9,-133,0.0,8.7,92,909,700,791,905,924,11.1,48.1,0.0,922.5,160,1.3,40,0.19
2020-08-22T12:00:00Z,2020-08-22T11:00:00Z,PT60M,21.3,-155,0.0,7.6,96,924,773,869,1009,904,11.6,41.2,0.0,922.7,197,1.4,33,0.19
2020-08-22T13:00:00Z,2020-08-22T12:00:00Z,PT60M,22.4,178,0.0,6.4,96,930,797,893,1041,897,11.8,35.7,0.0,922.8,215,1.6,31,0.19
2020-08-22T14:00:00Z,2020-08-22T13:00:00Z,PT60M,23.4,151,0.0,5.0,92,928,768,861,998,908,11.6,30.3,0.0,922.4,216,1.8,34,0.19
2020-08-22T15:00:00Z,2020-08-22T14:00:00Z,PT60M,24.3,129,0.0,3.3,87,912,686,774,882,929,11.0,25.6,0.0,921.5,230,2.1,41,0.19
2020-08-22T16:00:00Z,2020-08-22T15:00:00Z,PT60M,24.9,114,0.0,2.2,81,876,557,638,702,941,10.4,22.7,0.0,920.7,248,2.6,51,0.19
2020-08-22T17:00:00Z,2020-08-22T16:00:00Z,PT60M,24.8,101,0.0,2.8,72,808,392,464,475,913,10.7,23.9,0.0,920.6,263,3.0,61,0.19
2020-08-22T18:00:00Z,2020-08-22T17:00:00Z,PT60M,23.4,90,0.0,4.9,58,677,212,270,231,761,11.5,30.2,0.0,921.0,285,2.8,72,0.19
2020-08-22T19:00:00Z,2020-08-22T18:00:00Z,PT60M,20.7,80,4.2,7.5,33,324,51,85,44,214,12.5,42.5,0.0,921.6,329,2.8,83,0.19
2020-08-22T20:00:00Z,2020-08-22T19:00:00Z,PT60M,17.5,70,13.2,9.9,1,5,0,2,1,1,13.6,60.9,0.0,922.0,358,3.9,94,0.19
2020-08-22T21:00:00Z,2020-08-22T20:00:00Z,PT60M,15.4,59,21.1,11.0,0,0,0,0,0,0,14.4,75.4,0.0,922.5,3,4.2,104,0.19
2020-08-22T22:00:00Z,2020-08-22T21:00:00Z,PT60M,14.3,47,0.0,10.8,0,0,0,0,0,0,14.9,79.4,0.0,922.7,6,3.9,112,0.19
2020-08-22T23:00:00Z,2020-08-22T22:00:00Z,PT60M,13.6,33,0.0,10.4,0,0,0,0,0,0,15.0,81.0,0.0,923.0,18,3.4,120,0.19
2020-08-23T00:00:00Z,2020-08-22T23:00:00Z,PT60M,13.2,16,1.5,10.1,0,0,0,0,0,0,15.0,82.0,0.0,923.4,22,2.8,124,0.19
2020-08-23T01:00:00Z,2020-08-23T00:00:00Z,PT60M,12.7,-2,2.8,9.8,0,0,0,0,0,0,15.1,82.1,0.0,923.7,18,2.4,126,0.19
2020-08-23T02:00:00Z,2020-08-23T01:00:00Z,PT60M,12.3,-19,0.0,9.4,0,0,0,0,0,0,15.8,82.3,0.0,923.5,20,2.2,124,0.19
2020-08-23T03:00:00Z,2020-08-23T02:00:00Z,PT60M,12.0,-35,5.9,9.1,0,0,0,0,0,0,17.2,82.4,0.0,923.0,25,2.0,118,0.19
2020-08-23T04:00:00Z,2020-08-23T03:00:00Z,PT60M,11.7,-49,0.1,8.9,0,0,0,0,0,0,17.8,83.0,0.0,922.6,31,1.9,111,0.19
2020-08-23T05:00:00Z,2020-08-23T04:00:00Z,PT60M,11.4,-61,0.0,8.9,0,0,0,0,0,0,17.3,84.6,0.0,922.4,35,1.6,102,0.19
2020-08-23T06:00:00Z,2020-08-23T05:00:00Z,PT60M,11.4,-72,0.0,8.9,3,23,2,5,3,3,17.8,84.6,0.0,922.7,26,1.5,92,0.19
2020-08-23T07:00:00Z,2020-08-23T06:00:00Z,PT60M,12.6,-82,0.0,9.0,38,421,72,110,63,295,18.7,78.7,0.0,923.2,19,1.3,81,0.19
2020-08-23T08:00:00Z,2020-08-23T07:00:00Z,PT60M,14.6,-92,0.0,9.2,66,660,226,292,264,772,19.0,70.0,0.0,923.5,25,1.0,70,0.19
2020-08-23T09:00:00Z,2020-08-23T08:00:00Z,PT60M,16.7,-103,0.0,9.4,85,764,391,477,498,879,19.4,62.3,0.0,923.3,48,0.7,59,0.19
2020-08-23T10:00:00Z,2020-08-23T09:00:00Z,PT60M,18.7,-116,0.0,9.3,97,828,544,641,712,904,19.3,54.4,0.0,923.0,81,0.6,49,0.19
2020-08-23T11:00:00Z,2020-08-23T10:00:00Z,PT60M,20.8,-133,0.0,9.0,103,868,666,768,881,896,19.0,46.7,0.0,922.6,77,0.5,40,0.19
2020-08-23T12:00:00Z,2020-08-23T11:00:00Z,PT60M,22.4,-155,0.0,8.8,106,887,740,847,984,880,18.7,41.8,0.0,922.4,109,0.5,33,0.19
2020-08-23T13:00:00Z,2020-08-23T12:00:00Z,PT60M,23.4,177,0.0,8.8,107,895,764,871,1017,875,18.5,39.3,0.0,922.1,147,0.7,31,0.19
2020-08-23T14:00:00Z,2020-08-23T13:00:00Z,PT60M,24.4,151,0.0,8.9,107,886,731,838,973,885,18.2,37.4,0.0,921.4,189,0.6,34,0.19
2020-08-23T15:00:00Z,2020-08-23T14:00:00Z,PT60M,25.1,130,0.3,9.0,109,853,639,748,854,897,17.9,36.0,0.0,920.8,206,1.0,41,0.19
2020-08-23T16:00:00Z,2020-08-23T15:00:00Z,PT60M,25.4,114,5.1,8.8,149,688,437,586,640,836,17.9,34.9,0.0,920.0,196,1.1,51,0.19
2020-08-23T17:00:00Z,2020-08-23T16:00:00Z,PT60M,25.3,101,12.0,8.6,171,460,224,395,398,677,18.2,34.7,0.0,919.2,172,1.2,61,0.19
2020-08-23T18:00:00Z,2020-08-23T17:00:00Z,PT60M,24.5,91,0.1,8.9,59,648,200,259,224,731,18.1,37.2,0.0,919.1,145,1.2,72,0.19
2020-08-23T19:00:00Z,2020-08-23T18:00:00Z,PT60M,22.1,81,0.0,9.6,30,349,51,81,40,197,18.1,44.8,0.0,919.5,81,0.9,83,0.19
2020-08-23T20:00:00Z,2020-08-23T19:00:00Z,PT60M,19.3,70,11.0,10.5,1,4,0,1,1,1,18.9,56.9,0.0,919.8,19,3.1,94,0.19
2020-08-23T21:00:00Z,2020-08-23T20:00:00Z,PT60M,17.2,60,22.5,11.6,0,0,0,0,0,0,19.6,69.6,0.0,920.2,23,4.4,104,0.19
2020-08-23T22:00:00Z,2020-08-23T21:00:00Z,PT60M,15.9,47,0.0,12.1,0,0,0,0,0,0,19.8,78.2,0.0,920.5,27,3.5,113,0.19
2020-08-23T23:00:00Z,2020-08-23T22:00:00Z,PT60M,15.1,33,0.0,12.0,0,0,0,0,0,0,19.7,81.5,0.0,920.6,15,2.9,120,0.19
2020-08-24T00:00:00Z,2020-08-23T23:00:00Z,PT60M,14.7,16,0.0,11.9,0,0,0,0,0,0,19.6,83.3,0.0,920.7,16,2.6,124,0.19
2020-08-24T01:00:00Z,2020-08-24T00:00:00Z,PT60M,14.4,-2,0.0,11.8,0,0,0,0,0,0,19.2,84.9,0.0,920.5,29,2.1,126,0.19
2020-08-24T02:00:00Z,2020-08-24T01:00:00Z,PT60M,13.9,-19,0.0,11.7,0,0,0,0,0,0,18.7,86.2,0.0,920.0,40,1.4,124,0.18
2020-08-24T03:00:00Z,2020-08-24T02:00:00Z,PT60M,13.5,-36,3.5,11.5,0,0,0,0,0,0,18.3,87.8,0.0,919.6,43,1.2,119,0.18
2020-08-24T04:00:00Z,2020-08-24T03:00:00Z,PT60M,13.2,-50,12.0,11.3,0,0,0,0,0,0,18.1,88.3,0.0,919.4,36,1.4,111,0.18
2020-08-24T05:00:00Z,2020-08-24T04:00:00Z,PT60M,12.9,-62,25.6,11.0,0,0,0,0,0,0,17.8,88.4,0.0,919.2,27,1.6,102,0.18
2020-08-24T06:00:00Z,2020-08-24T05:00:00Z,PT60M,12.7,-73,12.7,10.6,3,20,2,5,3,3,17.3,86.7,0.0,919.4,26,1.6,92,0.18
2020-08-24T07:00:00Z,2020-08-24T06:00:00Z,PT60M,13.6,-83,22.6,10.3,72,62,8,79,67,91,16.9,80.3,0.0,919.5,41,1.5,81,0.18
2020-08-24T08:00:00Z,2020-08-24T07:00:00Z,PT60M,15.5,-93,26.9,10.4,174,113,42,215,201,312,16.9,71.6,0.0,919.5,61,1.3,70,0.18
2020-08-24T09:00:00Z,2020-08-24T08:00:00Z,PT60M,17.6,-104,41.0,10.7,268,28,13,282,262,302,17.2,64.2,0.0,919.5,80,1.0,59,0.18
2020-08-24T10:00:00Z,2020-08-24T09:00:00Z,PT60M,19.4,-117,9.0,11.1,175,621,417,591,647,781,17.3,58.7,0.0,919.2,133,1.0,49,0.18
2020-08-24T11:00:00Z,2020-08-24T10:00:00Z,PT60M,21.0,-133,0.0,11.2,94,886,677,771,888,901,17.4,53.6,0.0,918.9,162,1.2,40,0.18
2020-08-24T12:00:00Z,2020-08-24T11:00:00Z,PT60M,22.6,-156,1.3,11.0,117,869,721,839,976,872,17.2,47.7,0.0,918.8,157,1.1,34,0.18
2020-08-24T13:00:00Z,2020-08-24T12:00:00Z,PT60M,24.0,177,2.4,10.3,138,838,713,851,991,855,17.0,42.0,0.0,918.4,159,1.1,32,0.18
2020-08-24T14:00:00Z,2020-08-24T13:00:00Z,PT60M,25.1,151,0.0,9.5,98,901,741,839,979,886,17.1,37.2,0.0,917.7,172,1.4,35,0.18
2020-08-24T15:00:00Z,2020-08-24T14:00:00Z,PT60M,25.8,130,0.0,8.7,93,881,657,750,861,904,17.6,33.9,0.0,916.8,178,1.7,42,0.18
2020-08-24T16:00:00Z,2020-08-24T15:00:00Z,PT60M,26.2,114,0.0,8.3,85,842,529,614,682,912,18.3,32.3,0.0,916.0,183,2.1,51,0.18
2020-08-24T17:00:00Z,2020-08-24T16:00:00Z,PT60M,26.2,102,0.0,8.3,74,772,368,443,459,880,18.8,32.2,0.0,915.5,179,2.4,62,0.18
2020-08-24T18:00:00Z,2020-08-24T17:00:00Z,PT60M,25.5,91,0.0,8.7,57,646,196,254,220,723,19.2,34.4,0.0,915.5,170,2.8,73,0.18
2020-08-24T19:00:00Z,2020-08-24T18:00:00Z,PT60M,23.4,81,6.9,8.7,34,256,40,74,43,174,19.2,39.0,0.0,915.5,161,3.0,84,0.18
2020-08-24T20:00:00Z,2020-08-24T19:00:00Z,PT60M,21.2,71,26.7,8.0,1,0,0,1,1,1,19.1,42.7,0.0,915.6,159,2.5,94,0.18
2020-08-24T21:00:00Z,2020-08-24T20:00:00Z,PT60M,19.9,60,42.9,7.6,0,0,0,0,0,0,18.6,45.0,0.0,916.0,159,1.4,104,0.18
2020-08-24T22:00:00Z,2020-08-24T21:00:00Z,PT60M,19.1,47,0.2,7.6,0,0,0,0,0,0,17.7,47.2,0.0,916.2,44,0.3,113,0.18
2020-08-24T23:00:00Z,2020-08-24T22:00:00Z,PT60M,18.2,33,0.0,7.6,0,0,0,0,0,0,17.1,50.0,0.0,916.1,1,1.9,120,0.18
2020-08-25T00:00:00Z,2020-08-24T23:00:00Z,PT60M,17.4,16,0.0,7.9,0,0,0,0,0,0,17.4,53.8,0.0,916.1,354,2.3,125,0.18
2020-08-25T01:00:00Z,2020-08-25T00:00:00Z,PT60M,16.7,-2,0.0,8.2,0,0,0,0,0,0,17.9,57.3,0.0,916.1,351,1.6,126,0.18
2020-08-25T02:00:00Z,2020-08-25T01:00:00Z,PT60M,16.2,-20,0.0,8.2,0,0,0,0,0,0,17.9,59.3,0.0,915.8,359,1.2,124,0.18
2020-08-25T03:00:00Z,2020-08-25T02:00:00Z,PT60M,15.7,-36,0.0,8.2,0,0,0,0,0,0,17.5,60.7,0.0,915.4,7,1.2,119,0.18
2020-08-25T04:00:00Z,2020-08-25T03:00:00Z,PT60M,15.3,-50,9.0,8.1,0,0,0,0,0,0,17.1,62.2,0.0,915.4,15,1.2,112,0.18
2020-08-25T05:00:00Z,2020-08-25T04:00:00Z,PT60M,14.9,-62,2.7,8.0,0,0,0,0,0,0,16.7,63.4,0.0,915.4,17,1.3,102,0.18
2020-08-25T06:00:00Z,2020-08-25T05:00:00Z,PT60M,14.8,-73,4.5,7.9,3,24,2,5,2,2,16.0,63.3,0.0,915.6,3,1.3,92,0.18
2020-08-25T07:00:00Z,2020-08-25T06:00:00Z,PT60M,16.2,-83,0.0,8.1,32,471,78,110,61,308,14.9,58.7,0.0,915.9,1,1.3,82,0.18
2020-08-25T08:00:00Z,2020-08-25T07:00:00Z,PT60M,18.6,-93,0.0,8.3,54,718,242,296,272,809,14.3,51.1,0.0,916.2,352,0.7,71,0.18
2020-08-25T09:00:00Z,2020-08-25T08:00:00Z,PT60M,21.0,-104,0.0,8.3,67,824,417,484,514,911,14.2,44.0,0.0,916.3,265,0.8,60,0.18
2020-08-25T10:00:00Z,2020-08-25T09:00:00Z,PT60M,23.4,-117,0.0,7.7,75,881,574,650,731,925,14.3,36.4,0.0,916.4,245,1.6,49,0.18
2020-08-25T11:00:00Z,2020-08-25T10:00:00Z,PT60M,25.7,-134,0.0,6.6,81,914,696,776,900,909,14.5,29.6,0.0,916.4,232,2.3,40,0.18
2020-08-25T12:00:00Z,2020-08-25T11:00:00Z,PT60M,27.4,-156,0.0,5.5,83,931,771,854,1004,888,14.9,24.8,0.0,916.4,231,3.4,34,0.18
2020-08-25T13:00:00Z,2020-08-25T12:00:00Z,PT60M,28.7,177,0.0,4.6,83,935,793,875,1032,879,15.7,21.6,0.0,916.4,240,4.0,32,0.18
2020-08-25T14:00:00Z,2020-08-25T13:00:00Z,PT60M,29.6,151,0.0,4.2,82,925,757,838,984,887,16.9,19.9,0.0,916.1,255,3.6,35,0.18
2020-08-25T15:00:00Z,2020-08-25T14:00:00Z,PT60M,30.2,130,0.0,4.1,78,903,670,748,864,906,17.6,19.0,0.0,915.6,269,3.3,42,0.18
2020-08-25T16:00:00Z,2020-08-25T15:00:00Z,PT60M,30.4,114,0.0,4.6,72,866,540,613,685,917,17.7,19.5,0.0,915.2,283,3.8,51,0.18
2020-08-25T17:00:00Z,2020-08-25T16:00:00Z,PT60M,29.8,102,0.0,6.0,64,799,377,441,461,891,18.2,22.4,0.0,915.3,292,4.6,62,0.18
2020-08-25T18:00:00Z,2020-08-25T17:00:00Z,PT60M,28.0,91,0.0,8.4,51,671,201,251,220,732,19.1,29.3,0.0,915.7,297,4.8,73,0.18
2020-08-25T19:00:00Z,2020-08-25T18:00:00Z,PT60M,24.7,81,10.0,10.4,27,308,45,72,39,186,19.8,40.5,0.0,916.2,315,4.3,84,0.18
2020-08-25T20:00:00Z,2020-08-25T19:00:00Z,PT60M,21.0,71,45.0,11.7,0,0,0,0,0,0,20.1,55.2,0.0,916.8,343,4.3,95,0.18
2020-08-25T21:00:00Z,2020-08-25T20:00:00Z,PT60M,18.5,60,33.6,12.8,0,0,0,0,0,0,20.1,69.5,0.0,917.7,3,4.1,105,0.18
2020-08-25T22:00:00Z,2020-08-25T21:00:00Z,PT60M,17.4,47,0.1,13.2,0,0,0,0,0,0,20.2,76.5,0.0,918.3,15,3.3,113,0.18
2020-08-25T23:00:00Z,2020-08-25T22:00:00Z,PT60M,16.8,33,0.0,13.2,0,0,0,0,0,0,20.4,79.2,0.0,918.7,27,2.6,121,0.18
2020-08-26T00:00:00Z,2020-08-25T23:00:00Z,PT60M,16.4,16,0.0,13.1,0,0,0,0,0,0,20.0,81.0,0.0,919.2,45,2.1,125,0.18
2020-08-26T01:00:00Z,2020-08-26T00:00:00Z,PT60M,16.0,-2,0.0,12.9,0,0,0,0,0,0,19.1,81.9,0.0,919.2,47,1.7,127,0.18
2020-08-26T02:00:00Z,2020-08-26T01:00:00Z,PT60M,15.5,-20,0.0,12.6,0,0,0,0,0,0,18.5,82.7,0.0,919.1,30,1.6,124,0.18
2020-08-26T03:00:00Z,2020-08-26T02:00:00Z,PT60M,15.1,-36,0.0,12.5,0,0,0,0,0,0,17.9,84.2,0.0,918.7,13,1.5,119,0.18
2020-08-26T04:00:00Z,2020-08-26T03:00:00Z,PT60M,14.8,-50,0.0,12.4,0,0,0,0,0,0,17.7,85.1,0.0,918.7,354,1.7,112,0.18
2020-08-26T05:00:00Z,2020-08-26T04:00:00Z,PT60M,14.6,-62,0.0,12.2,0,0,0,0,0,0,17.5,85.4,0.0,918.9,344,1.8,103,0.18
2020-08-26T06:00:00Z,2020-08-26T05:00:00Z,PT60M,14.7,-73,0.0,12.1,2,15,1,4,2,2,17.7,84.3,0.0,919.2,344,2.0,92,0.18
2020-08-26T07:00:00Z,2020-08-26T06:00:00Z,PT60M,15.9,-83,0.0,12.1,36,409,68,103,61,281,17.6,78.2,0.0,919.3,350,2.0,82,0.18
2020-08-26T08:00:00Z,2020-08-26T07:00:00Z,PT60M,18.2,-93,0.0,12.1,60,678,227,286,266,777,17.3,67.6,0.0,919.4,2,1.6,71,0.18
2020-08-26T09:00:00Z,2020-08-26T08:00:00Z,PT60M,20.8,-104,0.0,12.1,72,797,401,474,506,892,17.2,57.7,0.0,919.5,20,0.5,60,0.18
2020-08-26T10:00:00Z,2020-08-26T09:00:00Z,PT60M,23.0,-117,0.0,11.9,81,860,558,638,721,909,17.5,49.5,0.0,919.9,194,0.6,50,0.18
2020-08-26T11:00:00Z,2020-08-26T10:00:00Z,PT60M,25.1,-134,0.0,11.3,86,892,677,763,887,893,18.1,42.1,0.0,920.2,208,1.4,41,0.18
2020-08-26T12:00:00Z,2020-08-26T11:00:00Z,PT60M,26.8,-156,0.0,10.8,90,906,747,838,987,871,19.3,36.9,0.0,920.3,211,2.3,34,0.18
2020-08-26T13:00:00Z,2020-08-26T12:00:00Z,PT60M,28.1,177,0.0,10.6,90,911,769,860,1017,864,20.1,33.7,0.0,920.0,213,3.1,32,0.18
2020-08-26T14:00:00Z,2020-08-26T13:00:00Z,PT60M,29.2,151,0.0,10.5,89,903,736,825,970,873,20.3,31.2,0.0,919.4,218,3.4,35,0.18
2020-08-26T15:00:00Z,2020-08-26T14:00:00Z,PT60M,29.9,130,0.0,9.9,85,882,651,736,853,893,20.2,28.9,0.0,918.7,219,3.4,42,0.18
2020-08-26T16:00:00Z,2020-08-26T15:00:00Z,PT60M,30.2,115,0.0,9.1,79,843,522,601,675,902,20.3,26.8,0.0,918.3,218,3.0,52,0.18
2020-08-26T17:00:00Z,2020-08-26T16:00:00Z,PT60M,30.1,102,0.0,8.5,69,773,362,431,452,873,20.4,26.0,0.0,918.3,215,2.1,62,0.18
2020-08-26T18:00:00Z,2020-08-26T17:00:00Z,PT60M,28.9,91,0.0,9.3,54,639,189,243,215,705,20.7,29.4,0.0,918.4,208,1.2,73,0.18
2020-08-26T19:00:00Z,2020-08-26T18:00:00Z,PT60M,25.8,81,12.7,10.7,26,281,40,66,36,168,21.2,38.9,0.0,918.5,265,0.5,84,0.18
2020-08-26T20:00:00Z,2020-08-26T19:00:00Z,PT60M,22.5,71,32.8,12.9,0,0,0,0,0,0,22.4,54.5,0.0,918.7,344,2.5,95,0.18
2020-08-26T21:00:00Z,2020-08-26T20:00:00Z,PT60M,20.5,60,32.4,15.3,0,0,0,0,0,0,23.7,71.9,0.0,919.3,353,4.3,105,0.18
2020-08-26T22:00:00Z,2020-08-26T21:00:00Z,PT60M,19.4,48,0.1,16.0,0,0,0,0,0,0,24.3,81.0,0.0,920.0,359,3.9,114,0.18
2020-08-26T23:00:00Z,2020-08-26T22:00:00Z,PT60M,18.8,33,0.0,15.8,0,0,0,0,0,0,24.5,82.7,0.0,920.4,13,2.8,121,0.18
2020-08-27T00:00:00Z,2020-08-26T23:00:00Z,PT60M,18.4,16,0.0,15.3,0,0,0,0,0,0,23.6,82.4,0.0,920.4,34,2.0,125,0.18
2020-08-27T01:00:00Z,2020-08-27T00:00:00Z,PT60M,18.0,-2,0.0,14.9,0,0,0,0,0,0,22.5,82.5,0.0,920.3,47,1.5,127,0.18
2020-08-27T02:00:00Z,2020-08-27T01:00:00Z,PT60M,17.5,-20,0.0,14.8,0,0,0,0,0,0,22.1,84.3,0.0,920.0,45,1.4,125,0.18
2020-08-27T03:00:00Z,2020-08-27T02:00:00Z,PT60M,17.0,-36,0.0,14.7,0,0,0,0,0,0,21.4,86.5,0.0,919.7,40,1.4,120,0.18
2020-08-27T04:00:00Z,2020-08-27T03:00:00Z,PT60M,16.5,-50,0.0,14.5,0,0,0,0,0,0,20.6,88.1,0.0,919.5,29,1.3,112,0.18
2020-08-27T05:00:00Z,2020-08-27T04:00:00Z,PT60M,16.2,-63,4.2,14.3,0,0,0,0,0,0,19.7,88.8,0.0,919.3,7,1.3,103,0.18
2020-08-27T06:00:00Z,2020-08-27T05:00:00Z,PT60M,16.0,-73,0.0,14.1,2,14,1,3,2,2,18.5,88.4,0.0,919.4,352,1.3,93,0.18
2020-08-27T07:00:00Z,2020-08-27T06:00:00Z,PT60M,17.0,-84,0.0,14.1,34,420,68,102,61,282,17.4,82.8,0.0,919.6,341,1.4,82,0.18
2020-08-27T08:00:00Z,2020-08-27T07:00:00Z,PT60M,19.2,-94,0.0,14.2,57,690,229,285,268,782,16.8,72.9,0.0,919.7,328,1.7,71,0.18
2020-08-27T09:00:00Z,2020-08-27T08:00:00Z,PT60M,21.5,-105,0.0,14.0,69,810,406,475,510,899,15.7,62.5,0.0,919.6,312,1.7,60,0.18
2020-08-27T10:00:00Z,2020-08-27T09:00:00Z,PT60M,23.7,-118,0.0,13.4,76,876,566,642,730,918,14.6,52.2,0.0,919.4,281,1.1,50,0.18
2020-08-27T11:00:00Z,2020-08-27T10:00:00Z,PT60M,25.8,-135,0.0,11.7,82,909,687,769,899,901,14.6,41.6,0.0,919.2,249,1.3,41,0.18
2020-08-27T12:00:00Z,2020-08-27T11:00:00Z,PT60M,27.4,-157,0.0,10.0,87,922,758,844,1000,878,15.3,33.5,0.0,918.7,242,2.3,35,0.18
2020-08-27T13:00:00Z,2020-08-27T12:00:00Z,PT60M,28.7,177,0.0,8.7,89,922,775,865,1027,869,16.2,28.6,0.0,918.2,243,3.3,33,0.18
2020-08-27T14:00:00Z,2020-08-27T13:00:00Z,PT60M,29.7,151,0.0,7.9,91,907,736,827,977,877,17.4,25.6,0.0,917.4,255,4.0,36,0.18
2020-08-27T15:00:00Z,2020-08-27T14:00:00Z,PT60M,30.1,131,0.0,7.9,89,878,645,734,854,892,19.0,25.0,0.0,916.5,270,4.7,43,0.18
2020-08-27T16:00:00Z,2020-08-27T15:00:00Z,PT60M,29.8,115,0.0,8.7,84,829,511,595,670,895,21.4,26.9,0.0,915.8,285,5.3,52,0.18
2020-08-27T17:00:00Z,2020-08-27T16:00:00Z,PT60M,28.9,102,7.1,10.1,115,584,280,396,415,730,24.2,31.0,0.0,915.5,297,5.7,62,0.18
2020-08-27T18:00:00Z,2020-08-27T17:00:00Z,PT60M,26.8,92,16.7,11.6,120,250,76,196,181,403,26.5,38.7,0.0,915.7,308,5.9,73,0.18
2020-08-27T19:00:00Z,2020-08-27T18:00:00Z,PT60M,23.7,81,27.1,13.2,39,90,13,52,40,91,27.9,51.8,0.0,915.9,323,5.0,84,0.18
2020-08-27T20:00:00Z,2020-08-27T19:00:00Z,PT60M,21.0,71,55.9,14.4,0,0,0,0,0,0,28.6,65.9,0.0,915.9,335,3.5,95,0.18
2020-08-27T21:00:00Z,2020-08-27T20:00:00Z,PT60M,19.4,60,64.6,14.8,0,0,0,0,0,0,28.5,74.9,0.0,916.1,331,2.9,105,0.18
2020-08-27T22:00:00Z,2020-08-27T21:00:00Z,PT60M,18.6,48,35.1,14.8,0,0,0,0,0,0,28.1,78.2,0.0,916.0,342,2.2,114,0.18
2020-08-27T23:00:00Z,2020-08-27T22:00:00Z,PT60M,18.0,33,33.0,14.8,0,0,0,0,0,0,28.4,81.2,0.0,916.0,9,1.8,121,0.18
